,sonnet_index,syllables,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,word_list,sonnet_num,author,polarity,subjectivity
11,76,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['And', 'when', 'you', 'take', 'you', 'take', 'the', 'very', 'best', 'of']",76,taylor_swift,1.0,0.39
12,80,11,stress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,stress,missing,"['Just', 'walk', 'away', 'no', 'use', 'defending', 'words', 'that']",80,taylor_swift,0.0,0.0
13,83,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'put', 'up', 'walls', 'and', 'paint', 'them', 'all', 'a', 'shade', 'of']",83,taylor_swift,0.0,0.0
14,89,11,stress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,stress,missing,"['Just', 'walk', 'away', 'no', 'use', 'defending', 'words', 'that']",89,taylor_swift,0.0,0.0
15,92,11,stress,stress,unstress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,"['You', 'never', 'did', 'give', 'a', 'damn', 'thing', 'honey', 'but']",92,taylor_swift,0.0,0.0
16,93,11,stress,stress,stress,stress,missing,stress,stress,stress,unstress,unstress,stress,missing,"['And', 'I', 'know', 'you', 'wouldnt', 'have', 'told', 'nobody', 'if']",93,taylor_swift,0.0,0.0
17,118,11,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,missing,"['Is', 'the', 'face', 'in', 'the', 'mirror', 'looking', 'back', 'at']",118,taylor_swift,0.0,0.0
18,123,11,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,unstress,missing,"['Cause', 'you', 'giving', 'it', 'away', 'like', 'it', 'extra']",123,taylor_swift,0.0,0.1
19,126,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['But', 'he', 'leaves', 'you', 'out', 'like', 'a', 'penny', 'in', 'the']",126,taylor_swift,0.0,0.0
20,144,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'hope', 'your', 'life', 'will', 'lead', 'you', 'back', 'to', 'my', 'front']",144,taylor_swift,0.0,0.0
21,152,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,"['You', 'say', 'that', 'you', 'take', 'it', 'all', 'back', 'given', 'one']",152,taylor_swift,0.0,0.0
22,153,11,stress,stress,stress,stress,unstress,stress,stress,unstress,stress,stress,stress,missing,"['It', 'was', 'a', 'moment', 'of', 'weakness', 'and', 'you', 'said']",153,taylor_swift,0.0,0.0
23,157,11,stress,missing,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['You', 'shouldve', 'said', 'no', 'baby', 'and', 'you', 'might', 'still', 'have']",157,taylor_swift,0.0,0.0
24,160,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'say', 'that', 'the', 'past', 'is', 'the', 'past', 'you', 'need', 'one']",160,taylor_swift,-0.25,0.25
25,161,11,stress,stress,stress,stress,unstress,stress,stress,unstress,stress,stress,stress,missing,"['It', 'was', 'a', 'moment', 'of', 'weakness', 'and', 'you', 'said']",161,taylor_swift,0.0,0.0
26,165,11,stress,missing,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['You', 'shouldve', 'said', 'no', 'baby', 'and', 'you', 'might', 'still', 'have']",165,taylor_swift,0.0,0.0
27,169,11,stress,missing,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['You', 'shouldve', 'said', 'no', 'baby', 'and', 'you', 'might', 'still', 'have']",169,taylor_swift,0.0,0.0
28,172,11,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,missing,"['And', 'our', 'daddies', 'used', 'to', 'joke', 'about', 'the', 'two']",172,taylor_swift,0.0,0.0
29,182,11,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,missing,"['And', 'our', 'daddies', 'used', 'to', 'joke', 'about', 'the', 'two']",182,taylor_swift,0.0,0.0
30,186,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['Two', 'AM', 'riding', 'in', 'your', 'truck', 'and', 'all', 'I', 'need']",186,taylor_swift,0.0,0.0
31,187,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['Take', 'me', 'back', 'to', 'the', 'time', 'we', 'had', 'our', 'very']",187,taylor_swift,0.1,0.15
32,193,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['Take', 'me', 'back', 'to', 'the', 'time', 'when', 'we', 'walked', 'down', 'the']",193,taylor_swift,-0.07777777777777779,0.14444444444444446
33,235,11,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['The', 'other', 'half', 'Im', 'only', 'trying', 'to', 'let', 'you']",235,taylor_swift,-0.09722222222222221,0.5138888888888888
34,243,11,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['The', 'other', 'half', 'Im', 'only', 'trying', 'to', 'let', 'you']",243,taylor_swift,-0.09722222222222221,0.5138888888888888
35,245,11,stress,stress,stress,stress,unstress,unstress,unstress,stress,stress,stress,stress,missing,"['When', 'Im', 'with', 'anybody', 'else', 'it', 'so', 'hard']",245,taylor_swift,-0.2916666666666667,0.5416666666666666
36,249,11,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['The', 'other', 'half', 'Im', 'only', 'trying', 'to', 'let', 'you']",249,taylor_swift,-0.09722222222222221,0.5138888888888888
37,252,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['And', 'you', 'cant', 'see', 'me', 'wanting', 'you', 'the', 'way', 'you']",252,taylor_swift,0.0,0.0
38,256,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['And', 'all', 'I', 'think', 'about', 'is', 'how', 'to', 'make', 'you']",256,taylor_swift,0.0,0.0
39,260,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['Why', 'would', 'you', 'wanna', 'break', 'a', 'perfectly', 'good']",260,taylor_swift,0.7,0.6000000000000001
40,261,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Why', 'would', 'you', 'wanna', 'take', 'our', 'love', 'and', 'tear', 'it']",261,taylor_swift,0.5,0.6
41,263,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['Why', 'would', 'you', 'wanna', 'break', 'a', 'perfectly', 'good']",263,taylor_swift,0.7,0.6000000000000001
42,264,11,stress,stress,missing,stress,stress,stress,missing,stress,stress,stress,unstress,missing,"['Maybe', 'I', 'shouldve', 'seen', 'the', 'signs', 'shouldve', 'read', 'the', 'writing']",264,taylor_swift,0.0,0.0
43,265,11,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['And', 'realized', 'by', 'the', 'distance', 'in', 'your', 'eyes', 'that']",265,taylor_swift,0.0,0.0
44,267,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['Why', 'would', 'you', 'wanna', 'break', 'a', 'perfectly', 'good']",267,taylor_swift,0.7,0.6000000000000001
45,268,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Why', 'would', 'you', 'wanna', 'take', 'our', 'love', 'and', 'tear', 'it']",268,taylor_swift,0.5,0.6
46,270,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['Why', 'would', 'you', 'wanna', 'break', 'a', 'perfectly', 'good']",270,taylor_swift,0.7,0.6000000000000001
47,272,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['Why', 'would', 'you', 'wanna', 'break', 'a', 'perfectly', 'good']",272,taylor_swift,0.7,0.6000000000000001
48,273,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Why', 'would', 'you', 'wanna', 'take', 'our', 'love', 'and', 'tear', 'it']",273,taylor_swift,0.5,0.6
49,275,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['Why', 'would', 'you', 'wanna', 'break', 'a', 'perfectly', 'good']",275,taylor_swift,0.7,0.6000000000000001
50,276,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['Why', 'would', 'you', 'wanna', 'break', 'a', 'perfectly', 'good']",276,taylor_swift,0.7,0.6000000000000001
51,277,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Why', 'would', 'you', 'wanna', 'take', 'our', 'love', 'and', 'tear', 'it']",277,taylor_swift,0.5,0.6
52,279,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['Why', 'would', 'you', 'wanna', 'break', 'a', 'perfectly', 'good']",279,taylor_swift,0.7,0.6000000000000001
53,280,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['And', 'you', 'know', 'I', 'wanna', 'ask', 'you', 'to', 'dance', 'right']",280,taylor_swift,0.2857142857142857,0.5357142857142857
54,286,11,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'dont', 'know', 'why', 'but', 'with', 'you', 'I', 'dance', 'in']",286,taylor_swift,0.0,0.0
55,288,11,stress,stress,unstress,stress,stress,stress,stress,stress,stress,unstress,unstress,missing,"['I', 'wanna', 'stay', 'right', 'here', 'in', 'this', 'passenger']",288,taylor_swift,0.2857142857142857,0.5357142857142857
56,291,11,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'dont', 'know', 'why', 'but', 'with', 'you', 'I', 'dance', 'in']",291,taylor_swift,0.0,0.0
57,298,11,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'dont', 'know', 'why', 'but', 'with', 'you', 'I', 'dance', 'in']",298,taylor_swift,0.0,0.0
58,301,11,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'dont', 'know', 'why', 'but', 'with', 'you', 'I', 'dance', 'in']",301,taylor_swift,0.0,0.0
59,304,11,stress,stress,stress,stress,stress,stress,stress,missing,stress,stress,stress,missing,"['You', 'say', 'hi', 'to', 'your', 'friends', 'you', 'aint', 'seen', 'in', 'a']",304,taylor_swift,0.0,0.0
60,307,11,stress,unstress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['Hoping', 'one', 'of', 'those', 'senior', 'boys', 'will', 'wink', 'at']",307,taylor_swift,0.0,0.0
61,309,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,missing,"['And', 'when', 'you', 'fifteen', 'feeling', 'like', 'there', 'nothing']",309,taylor_swift,0.0,0.0
62,310,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['This', 'is', 'life', 'before', 'you', 'know', 'who', 'you', 'going', 'to']",310,taylor_swift,0.0,0.0
63,312,11,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['Laughing', 'at', 'the', 'other', 'girls', 'who', 'think', 'they', 'so']",312,taylor_swift,-0.125,0.375
64,314,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['And', 'then', 'you', 'on', 'your', 'very', 'first', 'date', 'and', 'he']",314,taylor_swift,0.325,0.43333333333333335
65,315,11,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,unstress,missing,"['And', 'your', 'momma', 'waiting', 'up', 'and', 'you', 'thinking']",315,taylor_swift,0.0,0.0
66,359,11,stress,unstress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['Romeo', 'save', 'me', 'they', 'trying', 'to', 'tell', 'me', 'how', 'to']",359,taylor_swift,0.0,0.0
67,364,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['When', 'I', 'met', 'you', 'on', 'the', 'outskirts', 'of', 'town', 'and']",364,taylor_swift,0.0,0.0
68,377,11,stress,stress,stress,stress,stress,unstress,stress,stress,unstress,stress,stress,missing,"['Ill', 'be', 'the', 'one', 'waiting', 'there', 'even', 'when', 'it']",377,taylor_swift,-0.5,1.0
69,381,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['Cant', 'help', 'it', 'if', 'I', 'wanna', 'kiss', 'you', 'in', 'the']",381,taylor_swift,0.0,0.0
70,382,11,stress,stress,stress,stress,unstress,missing,stress,stress,unstress,stress,stress,missing,"['Come', 'feel', 'this', 'magic', 'Ive', 'been', 'feeling', 'since', 'I']",382,taylor_swift,0.5,1.0
71,385,11,stress,stress,stress,unstress,stress,stress,unstress,unstress,stress,stress,stress,missing,"['But', 'I', 'never', 'seen', 'nobody', 'shine', 'the', 'way']",385,taylor_swift,0.0,0.0
72,386,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['The', 'way', 'you', 'walk', 'way', 'you', 'talk', 'way', 'you', 'say', 'my']",386,taylor_swift,0.0,0.0
73,390,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['Cant', 'help', 'it', 'if', 'I', 'wanna', 'kiss', 'you', 'in', 'the']",390,taylor_swift,0.0,0.0
74,391,11,stress,stress,stress,stress,unstress,missing,stress,stress,unstress,stress,stress,missing,"['Come', 'feel', 'this', 'magic', 'Ive', 'been', 'feeling', 'since', 'I']",391,taylor_swift,0.5,1.0
75,393,11,stress,stress,unstress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['Im', 'waiting', 'alone', 'now', 'so', 'come', 'on', 'and', 'come']",393,taylor_swift,0.0,0.0
76,397,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['Cant', 'help', 'it', 'if', 'I', 'wanna', 'kiss', 'you', 'in', 'the']",397,taylor_swift,0.0,0.0
77,398,11,stress,stress,stress,stress,unstress,missing,stress,stress,unstress,stress,stress,missing,"['Come', 'feel', 'this', 'magic', 'Ive', 'been', 'feeling', 'since', 'I']",398,taylor_swift,0.5,1.0
78,400,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['Cant', 'help', 'it', 'if', 'I', 'wanna', 'kiss', 'you', 'in', 'the']",400,taylor_swift,0.0,0.0
79,401,11,stress,stress,stress,stress,unstress,missing,stress,stress,unstress,stress,stress,missing,"['Come', 'feel', 'this', 'magic', 'Ive', 'been', 'feeling', 'since', 'I']",401,taylor_swift,0.5,1.0
80,406,11,stress,stress,stress,stress,missing,stress,stress,stress,stress,stress,stress,missing,"['Im', 'not', 'the', 'one', 'youll', 'sweep', 'off', 'her', 'feet', 'lead', 'her']",406,taylor_swift,0.0,0.0
81,409,11,stress,stress,stress,stress,unstress,unstress,stress,stress,stress,stress,stress,missing,"['I', 'was', 'a', 'dreamer', 'before', 'you', 'went', 'and', 'let']",409,taylor_swift,0.0,0.0
82,416,11,stress,stress,stress,stress,missing,stress,stress,stress,stress,stress,stress,missing,"['Im', 'not', 'the', 'one', 'youll', 'sweep', 'off', 'her', 'feet', 'lead', 'her']",416,taylor_swift,0.0,0.0
83,419,11,stress,stress,stress,stress,unstress,unstress,stress,stress,stress,stress,stress,missing,"['I', 'was', 'a', 'dreamer', 'before', 'you', 'went', 'and', 'let']",419,taylor_swift,0.0,0.0
84,425,11,stress,stress,stress,stress,stress,stress,unstress,unstress,unstress,stress,unstress,missing,"['There', 'in', 'my', 'rear', 'view', 'mirror', 'disappearing']",425,taylor_swift,0.0,0.0
85,431,11,stress,stress,stress,stress,stress,stress,stress,unstress,unstress,stress,unstress,missing,"['Im', 'in', 'the', 'room', 'it', 'a', 'typical', 'Tuesday']",431,taylor_swift,-0.16666666666666666,0.5
86,436,11,stress,unstress,unstress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['Dreaming', 'about', 'the', 'day', 'when', 'you', 'wake', 'up', 'and']",436,taylor_swift,0.0,0.0
87,437,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['That', 'what', 'you', 'looking', 'for', 'has', 'been', 'here', 'the', 'whole']",437,taylor_swift,0.2,0.4
88,442,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['I', 'cant', 'help', 'thinking', 'this', 'is', 'how', 'it', 'ought', 'to']",442,taylor_swift,0.0,0.0
89,445,11,stress,missing,missing,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'havent', 'seen', 'it', 'in', 'a', 'while', 'since', 'she', 'brought']",445,taylor_swift,0.0,0.0
90,449,11,stress,unstress,unstress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['Dreaming', 'about', 'the', 'day', 'when', 'you', 'wake', 'up', 'and']",449,taylor_swift,0.0,0.0
91,450,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['That', 'what', 'you', 'looking', 'for', 'has', 'been', 'here', 'the', 'whole']",450,taylor_swift,0.2,0.4
92,457,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,unstress,stress,missing,"['Cant', 'you', 'see', 'that', 'Im', 'the', 'one', 'who', 'understands']",457,taylor_swift,0.0,0.0
93,463,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,unstress,missing,"['But', 'it', 'killing', 'me', 'to', 'see', 'you', 'go', 'after']",463,taylor_swift,0.0,0.0
94,464,11,stress,unstress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Music', 'starts', 'playing', 'like', 'the', 'end', 'of', 'a', 'sad']",464,taylor_swift,-0.5,1.0
95,468,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'the', 'only', 'thing', 'I', 'know', 'like', 'the', 'back', 'of']",468,taylor_swift,0.0,0.5
96,469,11,stress,unstress,stress,unstress,stress,stress,unstress,stress,stress,stress,stress,missing,"['Never', 'wanted', 'this', 'never', 'want', 'to', 'see', 'you']",469,taylor_swift,0.0,0.0
97,471,11,stress,unstress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['Nothing', 'we', 'say', 'is', 'gonna', 'save', 'us', 'from', 'the']",471,taylor_swift,0.0,0.0
98,474,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'tell', 'me', 'that', 'you', 'love', 'me', 'then', 'you', 'cut', 'me']",474,taylor_swift,0.5,0.6
99,492,11,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,missing,"['All', 'this', 'time', 'I', 'was', 'wasting', 'hoping', 'you', 'would']",492,taylor_swift,0.0,0.0
100,495,11,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,missing,"['And', 'you', 'thinking', 'well', 'be', 'fine', 'again', 'but', 'not']",495,taylor_swift,0.4166666666666667,0.5
101,499,11,missing,missing,stress,stress,stress,stress,stress,stress,stress,missing,stress,missing,"['Couldve', 'loved', 'you', 'all', 'my', 'life', 'if', 'you', 'hadnt', 'left']",499,taylor_swift,0.35,0.4
102,500,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,missing,"['And', 'now', 'you', 'asking', 'me', 'to', 'listen', 'cause', 'it']",500,taylor_swift,0.0,0.0
103,504,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'used', 'to', 'shine', 'so', 'bright', 'but', 'I', 'watched', 'all', 'of']",504,taylor_swift,0.7000000000000001,0.7999999999999999
104,512,11,stress,stress,unstress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,"['He', 'opens', 'up', 'my', 'door', 'and', 'I', 'get', 'into']",512,taylor_swift,0.0,0.0
105,514,11,stress,stress,stress,stress,unstress,stress,stress,unstress,stress,stress,unstress,missing,"['But', 'I', 'miss', 'screaming', 'and', 'fighting', 'and', 'kissing']",514,taylor_swift,0.0,0.0
106,525,11,stress,stress,stress,unstress,stress,stress,unstress,stress,stress,unstress,stress,missing,"['I', 'miss', 'screaming', 'and', 'fighting', 'and', 'kissing', 'in']",525,taylor_swift,0.0,0.0
107,533,11,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['I', 'believe', 'it', 'was', 'a', 'Tuesday', 'when', 'I', 'caught']",533,taylor_swift,0.0,0.0
108,534,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'hold', 'onto', 'the', 'night', 'you', 'looked', 'me', 'in', 'the']",534,taylor_swift,0.0,0.0
109,538,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['And', 'then', 'you', 'feel', 'so', 'low', 'you', 'cant', 'feel', 'nothing']",538,taylor_swift,0.0,0.3
110,539,11,stress,stress,stress,unstress,stress,stress,stress,stress,unstress,stress,unstress,missing,"['And', 'you', 'flashback', 'to', 'when', 'he', 'said', 'forever']",539,taylor_swift,0.0,0.0
111,543,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['Thought', 'I', 'knew', 'you', 'for', 'a', 'minute', 'now', 'Im', 'not']",543,taylor_swift,0.0,0.0
112,548,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['And', 'then', 'you', 'feel', 'so', 'low', 'you', 'cant', 'feel', 'nothing']",548,taylor_swift,0.0,0.3
113,549,11,stress,stress,stress,unstress,stress,stress,stress,stress,unstress,stress,unstress,missing,"['And', 'you', 'flashback', 'to', 'when', 'he', 'said', 'forever']",549,taylor_swift,0.0,0.0
114,556,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['And', 'then', 'you', 'feel', 'so', 'low', 'you', 'cant', 'feel', 'nothing']",556,taylor_swift,0.0,0.3
115,557,11,stress,stress,stress,unstress,stress,stress,stress,stress,unstress,stress,unstress,missing,"['And', 'you', 'flashback', 'to', 'when', 'we', 'said', 'forever']",557,taylor_swift,0.0,0.0
116,560,11,stress,stress,stress,stress,stress,stress,unstress,stress,missing,stress,stress,missing,"['Im', 'five', 'years', 'old', 'it', 'getting', 'cold', 'Ive', 'got', 'my']",560,taylor_swift,-0.25,0.6
117,561,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['I', 'hear', 'your', 'laugh', 'and', 'look', 'up', 'smiling', 'at', 'you']",561,taylor_swift,0.3,0.1
118,563,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['I', 'hug', 'your', 'legs', 'and', 'fall', 'asleep', 'on', 'the', 'way']",563,taylor_swift,0.0,0.0
119,565,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,unstress,stress,missing,"['But', 'I', 'know', 'you', 'not', 'scared', 'of', 'anything', 'at']",565,taylor_swift,0.0,0.0
120,569,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'come', 'home', 'crying', 'and', 'you', 'hold', 'me', 'tight', 'and', 'grab']",569,taylor_swift,-0.18928571428571428,0.44285714285714284
121,570,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['And', 'we', 'drive', 'and', 'drive', 'until', 'we', 'found', 'a', 'town']",570,taylor_swift,0.0,0.0
122,572,11,stress,missing,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'dont', 'know', 'who', 'Im', 'going', 'to', 'talk', 'to', 'now', 'at']",572,taylor_swift,0.0,0.0
123,573,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['But', 'I', 'know', 'Im', 'laughing', 'on', 'the', 'car', 'ride', 'home']",573,taylor_swift,0.0,0.0
124,577,11,stress,stress,stress,stress,stress,unstress,stress,unstress,unstress,stress,stress,missing,"['God', 'smiles', 'on', 'my', 'little', 'brother', 'inside', 'and']",577,taylor_swift,-0.1875,0.5
125,578,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['I', 'grew', 'up', 'in', 'a', 'pretty', 'house', 'and', 'I', 'had']",578,taylor_swift,0.25,1.0
126,579,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['There', 'is', 'a', 'video', 'I', 'found', 'from', 'back', 'when', 'I']",579,taylor_swift,0.0,0.0
127,580,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,"['You', 'set', 'up', 'a', 'paint', 'set', 'in', 'the', 'kitchen', 'and']",580,taylor_swift,0.0,0.0
128,581,11,stress,stress,stress,stress,stress,unstress,unstress,stress,stress,unstress,stress,missing,"['It', 'the', 'age', 'of', 'princesses', 'and', 'pirate', 'ships']",581,taylor_swift,0.0,0.0
129,582,11,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,missing,"['And', 'you', 'the', 'prettiest', 'lady', 'in', 'the', 'whole', 'wide']",582,taylor_swift,0.05,0.4
130,583,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'now', 'I', 'know', 'why', 'all', 'the', 'trees', 'change', 'in', 'the']",583,taylor_swift,0.0,0.0
131,584,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['I', 'know', 'you', 'were', 'on', 'my', 'side', 'even', 'when', 'I']",584,taylor_swift,0.0,0.0
